School Type,School No,School Name,Academic Year,SSF Date,Offering,School Revenue Type,SSF Number,Status,,OV-2026,Total Order Value (Exclusive GST),Total Order Value (Inclusive GST),ASSET Revenue,ASSETStudents,ASSET rate,CARES Revenue,CARESStudents,CARES rate,Mindspark Revenue,MindsparkStudents,Mindspark rate,Teacher Training Revenue,Payment Mode,No Of Installments,Full Payment Date,First Installment Date,First Installment Amount,Second Installment Date,Second Installment Amount,Third Installment Date,Third Installment Amount,Fourth Installment Date,Fourth Installment Amount,TDS Amount,First payment Date,Latest payment Date,To be invoiced till date,Amount Received,Due till date as per payment schedule,Total Discount %,Standard Discount %,Pre Payment Discount %,Volume Discount %,Bundle Discount %,Loyalty Discount %,ASSETRound,Ei ASSET Mode,CAREStestpack,Ei CARES Version,Ei CARES Mode Of Printing,Ei CARES Mode,Ei Mindspark Mode,Board,City,State,Division,Zone,Vertical,Program Start Date,Program End Date,Order Type,ID,Zoho CRM Account ID,Deal ID,Created Date,Added User,Modified User,SSF Creator Email,SSF Creator,CRM Account Owner,CRM Acad Consultant,Logistic Approved Date,SSF Signing Perosn Name,SSF Signing Perosn Designation,SSF Signing Perosn Mail ID,SSF Signing Perosn Phone No,School CRM Email,Principal Name,Principal Email,Principal Phone No,Coordinator Name,Coordinator Email,Coordinator Phone No,School Fees,Billing Address Line 1,Billing Address Line 2,Billing Postal Code,Shipping Address Line 1,Shipping City,Shipping State,Shipping Postal Code,TAN NO,CRM Billing Street,CRM Shipping Street
Retention School,440751,Hollotoli School,2026,"2026-02-10 00:00:00, 2026-02-17 00:00:00","Ei CARES, Ei Mindspark",Regular,"IN-2022004318, IN-2022004351, IN-2022004352",Approved By Logistic Team,,1125872,1450859,1571174,0,0,,782444,576,"1811, 906",668415,387,1727,0,Installments,4,,2026-04-30 00:00:00,"130383, 197183, 65228",2026-07-15 00:00:00,"130383, 197183, 65228",2026-10-12 00:00:00,"130383, 197183, 65228",2026-12-31 00:00:00,"130383, 197183, 65228",0,,,0,0,0,"0.4339, 0.4341, 0.49670000000000003","0.4339, 0.4341, 0.49670000000000003",,,,,0,,"0, 2, 4","MCQ, MCQ + Subjective",Printing By School,"OMR, Online",Online,CBSE,Dimapur,Nagaland,East,North East,National Sales,"2026-03-09 00:00:00, 2026-04-01 00:00:00",2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,"22028000037117856, 22028000037303100, 22028000037303160",51788000002736726,"zcrm_51788000306391040, zcrm_51788000306391068, zcrm_51788000306391099","2026-02-10 00:00:00, 2026-02-17 00:00:00",pooja.kapoor_eiindia1,mitul.patel_ei1,pooja.kapoor@ei.study,Pooja kapoor,Pooja Kapoor,,"2026-02-18 11:04:19, 2026-02-18 11:04:50, 2026-02-18 11:05:40",Ms. Chubamenla Jamir,Principal,hollotolischool@gmail.com,+918259801363,hollotolischool@gmail.com,Ms. Chubamenla Jamir,hollotolischool@gmail.com,+918259801363,Ms. Chubamenla Jamir,hollotolischool@gmail.com,+918259801363,0,"N.H. 29,",,797116,,Dimapur,Nagaland,797116,SHLH01793B,"Padampukhiri, Purana Bazar","N.H. 29, Padampukhiri, Purana Bazar"
"1-year School, New School",463877,The Blossom Sunderbhai Thackersey English High School,2026,"2025-08-29 00:00:00, 2025-12-01 00:00:00","Ei CARES, Ei Mindspark",Regular,"IN-2022003886, IN-2022004115",Approved By Logistic Team,,0,311014,311014,0,0,,311014,162,1920,0,162,0,0,Full Payment,,"2025-09-03 00:00:00, 2025-12-01 00:00:00",2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,"0, 6220",2025-09-03 00:00:00,2025-09-03 00:00:00,"0, 311014","0, 304794",0,"0.2616, 1","0.2616, 1",,,,,0,,"0, 4",MCQ,Printing By EI,OMR,Online,State Board,Mumbai,Maharashtra,West,Mumbai,National Sales,"2026-01-08 00:00:00, 2026-04-01 00:00:00","2026-02-11 00:00:00, 2027-03-31 00:00:00","Pilot School: Zero Revenue / Free offering for School/s, Regular School: Active school with student count and rate per student defined","22028000032613412, 22028000035272080",51788000002737136,zcrm_51788000295495020,"2025-08-29 00:00:00, 2025-12-01 00:00:00",shahista.shaikh_ei,hakim.kanchwala_eiindia1,shahista.shaikh@ei.study,Shahista shaikh,Shahista Shaikh,,"2025-09-06 10:27:31, 2025-12-29 14:55:25",Mrs. Geeta Pillai,Principal,blossomshighschool@yahoo.co.in,+919820584978,TheBlossomSunderbhaiThackerseyEnglishHighSchool_463877@gmail.com,Mrs. Geeta Pillai,blossomshighschool@yahoo.co.in,+919820584978,Mrs. Geeta Pillai,blossomshighschool@yahoo.co.in,+919820584978,25000,"Queens Rd, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020",,400020,"Queens Rd, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020",Mumbai,Maharashtra,400020,MUMS39098D,"2/2A Nathibai Thackersey Road,Opposite Queens Road, New Marine Lines,","2/2A Nathibai Thackersey Road,Opposite Queens Road, New Marine Lines,"
New School,5000918,"Elpro International School, Chinchwad",2026,2025-11-08 00:00:00,Ei ASSET,Regular,IN-2022004051,Approved By Logistic Team,,1294802,1294802,1294802,1294802,1423,910,0,0,,0,0,,0,Installments,2,,2025-08-01 00:00:00,647401,2026-11-30 00:00:00,647401,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,647401,0,647401,0.5211,0.5211,,,,,Winter Round,OMR,0,MCQ,,,,CBSE,Pune,Maharashtra,West,Rest of Maharashtra and Goa,National Sales,2026-06-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000034603664,51788000087374567,zcrm_51788000299996701,2025-11-08 00:00:00,shrikant.gehlot_ei,hakim.kanchwala_eiindia1,shrikant.gehlot@ei.study,Shrikant gehlot,Shrikant Gehlot,,2025-11-18 17:53:59,Mr. Sunil Khandelwal,Other,khandelwal@elpro.co.in,+918879280510,admissions@elproschools.edu.in,Dr. Pallavi Mukherjee,pallavi.m@elproschools.edu.in,+919665066619,Ritu Gambhir,Ritu.gambhir@elproschools.edu.in,+919665066619,120300,"NEXSTEP ACTIVITY LLP, C/O Elpro International School",,411033,"Elpro International School, Elpro Compound,",Pune,Maharashtra,411033,CALN08268B,"Pimpri-Chinchwad Link Road, Chincwad","Pimpri-Chinchwad Link Road,"
New School,5007603,Genesis international School,2026,2026-02-11 00:00:00,Ei Mindspark,Regular,IN-2022004329,Approved By Logistic Team,,#N/A,600071,708084,0,0,,0,0,,600071,600,1000,0,Installments,4,,2026-02-11 00:00:00,177021,2026-07-01 00:00:00,177021,2026-10-01 00:00:00,177021,2026-12-31 00:00:00,177021,0,2026-02-19 00:00:00,2026-02-19 00:00:00,177021,177021,0,0.6722,0.6722,,,,,0,,0,MCQ,,,Online,CBSE,Jaspur,Uttarakhand,North,UP/Uttarakhand,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037163064,51788000183128754,zcrm_51788000306481548,2026-02-11 00:00:00,prabhjit.singh_ei,fagun.saraiya_eiindia1,prabhjit.singh@ei.study,Prabhjit singh,Devbrat Singh,,2026-02-16 11:33:45,Mr. Kuldeep Singh,Principal,genesisinternationalschool@gmail.com,+918650856687,genesisintjaspur@gmail.com,Mr. Kuldeep Singh,genesisinternationalschool@gmail.com,+918650856687,Mr. Kuldeep Singh,genesisinternationalschool@gmail.com,+918650856687,53000,Main Road N.H.74,,244712,Main Road N.H.74,Jaspur,Uttarakhand,Uttarakhand,,Jaspur,Opp satsang bhavan
Retention School,5014914,BAPS Swaminarayan Vidyamandir Girls Residential School,2026,2026-01-20 00:00:00,Ei ASSET,Regular,IN-2022004246,Approved By Logistic Team,,852241,121947,121947,121947,134,910,0,0,,0,0,,0,Full Payment,,2026-01-26 00:00:00,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,12194.67,2026-02-04 00:00:00,2026-02-04 00:00:00,121947,109752,0,0.3933,0.3933,,,,,Summer Round,Online,0,MCQ,,,,CBSE,Gandhinagar,Gujarat,West,Gujarat,National Sales,2026-02-01 00:00:00,2027-01-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036470544,51788000193948634,zcrm_51788000305022001,2026-01-20 00:00:00,ishita.jethwa_ei,fagun.saraiya_eiindia1,ishita.jethwa@ei.study,Ishita jethwa,Ishita Jethwa,,2026-01-28 16:01:25,Mr. Bharat Mavadia,Principal,bharatmavadia@baps.edu.in,+919998993394,info.svmrandesan@in.baps.org,Mr. Bharat Mavadia,bharatmavadia@baps.edu.in,+919998993394,Mr. Bharat Mavadia,bharatmavadia@baps.edu.in,+919998993394,0,"City Pulse Cinema Lane, Koba-Gandhinagar Highway, At. Randesan",,382426,,Gandhinagar,Gujarat,382426,AHMS02650E,"City Pulse Cinema Lane, Koba-Gandhinagar Highway, At. Randesan","City Pulse Cinema Lane, Koba-Gandhinagar Highway, At. Randesan"
Retention School,5016141,A M Naik School,2026,2026-02-16 00:00:00,Ei ASSET,Regular,IN-2022004343,Approved By Logistic Team,,685357,510300,510300,510300,1701,300,0,0,,0,0,,0,Full Payment,,2026-06-01 00:00:00,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,0.8,0.8,,,,,Summer Round,OMR,0,MCQ,,,,ICSE,Mumbai,Maharashtra,West,Mumbai,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037268124,51788000234546566,zcrm_51788000306737001,2026-02-16 00:00:00,hetal.parmar_ei,hakim.kanchwala_eiindia1,hetal.parmar@ei.study,Hetal parmar,Hetal Parmar,,2026-02-19 11:46:26,Madhura Phadke,Principal,sudarshan.kulkarni@amnaikschool.in,+919820117011,sudarshan.kulkarni@amnaikschool.in,Madhura Phadke,sudarshan.kulkarni@amnaikschool.in,+919820117011,Madhura Phadke,sudarshan.kulkarni@amnaikschool.in,+919820117011,0,"Saki Vihar Road, Between gate 1 &2, Powai",,400072,,Mumbai,Maharashtra,400072,,"Saki Vihar Road, Between gate 1 &2, Powai",Powai
1-year School,5016478,SPK Jain Futuristic Academy,2026,2026-01-30 00:00:00,Ei Mindspark,Regular,IN-2022004278,Approved By Logistic Team,,268488,347686,410269,0,0,,0,0,,347686,108,3219,0,Installments,4,,2026-04-01 00:00:00,102567,2026-07-01 00:00:00,102567,2026-10-01 00:00:00,102567,2026-12-31 00:00:00,102567,0,,,0,0,0,0.3669,0.3669,,,,,0,,0,MCQ,,,Online,ICSE,Kolkata,West Bengal,East,West Bengal,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036851456,51788000242641572,zcrm_51788000301897040,2026-01-30 00:00:00,nishu.rani_ei,maruf.shaikh1,nishu.rani@ei.study,Nishu rani,Nishu Rani,,2026-01-31 11:01:58,Dr. Joyeeta Ganguly,Principal,principal@jainfuturisticacademy.com,+919535649684,info@jfaedu.com,Dr. Joyeeta Ganguly,principal@jainfuturisticacademy.com,+919535649684,Dr. Joyeeta Ganguly,principal@jainfuturisticacademy.com,+919535649684,125000,"Plot No. IIA/14, Action Area II, Street No 374, Newtown",,700156,"Plot No. IIA/14, Action Area II, Street No 374, Newtown",Kolkata,West Bengal,700156,CALS60543A,"Plot No. IIA/14, Action Area II, Street No 374, Newtown","Plot No. IIA/14, Action Area II, Street No 374, Newtown"
Retention School,5016602,Shri Rama Bharti Public School - Nahra Nahri,2026,2026-02-23 00:00:00,"Ei ASSET, Ei CARES",Regular,"IN-2022004398, IN-2022004399",Approved By Logistic Team,,1980772,2100465,2100465,623160,1154,540,1477305,1154,1280,0,0,,0,Full Payment,,2026-03-31 00:00:00,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,"0.6936, 0.7","0.5436, 0.55",0.1,0.05,,0.05,"0, Summer Round",OMR,"0, 4",MCQ,Printing By EI,OMR,,CBSE,Bahadurgarh,Haryana,North,Delhi/Haryana,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,"22028000037484636, 22028000037484680",51788000244584316,"zcrm_51788000307292001, zcrm_51788000307292159",2026-02-23 00:00:00,anushka.gupta_ei,fagun.saraiya_eiindia1,anushka.gupta@ei.study,Anushka gupta,Anushka Gupta,,"2026-02-27 13:01:59, 2026-02-27 13:02:17",Deepak Gupta,School Owner,info@srbps.com,+919891069693,info@srbps.com,Poonam Khatri,info.nn@srbps.com,+919992555105,Poonam Khatri,info.nn@srbps.com,+919992555105,4400,Bahadurgarh,,124507,Nahara Nahari Road,Bahadurgarh,Haryana,124507,RTKS09920B,Nahara nahari road,Nahara nahari road
Retention School,5016913,Aryavart Ancient Academy - Khurda,2026,2026-02-03 00:00:00,Ei CARES,Regular,IN-2022004285,Approved By Logistic Team,,312058,352369,352369,0,0,,352369,243,1450,0,0,,0,Installments,4,,2026-05-11 00:00:00,88092,2026-08-10 00:00:00,88092,2026-11-09 00:00:00,88092,2026-12-31 00:00:00,88092,0,,,0,0,0,0.6112,0.6112,,,,,0,,4,MCQ + Subjective,Printing By School,OMR,,CBSE,Khorda,Odisha,East,Odisha,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036903152,51788000246301006,zcrm_51788000305810007,2026-02-03 00:00:00,rana.singh_ei,mitul.patel_ei1,rana.singh@ei.study,Rana singh,Srikanta Kumar Rout,,2026-02-04 10:46:37,Diptimayee Mohanty,Principal,aryavartaa.krd@gmail.com,+919777680830,info@aaaschool.in,Diptimayee Mohanty,aryavartaa.krd@gmail.com,+919777680830,Pravasini Jena,aryavartaa.krd@gmail.com,+919040939392,31070,"Aryavart Ancient Academy Plot no-684, Haladipada, Arjunpur,",,752056,"Aryavart Ancient Academy Plot no-684, Haladipada, Arjunpur,",Khorda,Odisha,752056,,"Aryavart Ancient Academy Plot no-684, Haladipada, Arjunpur, Khorda,Odisha-752056","Aryavart Ancient Academy Plot no-684, Haladipada, Arjunpur, Khorda,Odisha-752056"
Retention School,5017447,Vivekananda Mission School Baruipur,2026,2026-02-28 00:00:00,Ei Mindspark,Regular,IN-2022004453,Approved By Logistic Team,,694255,772843,911955,0,0,,0,0,,772843,380,2034,0,Installments,4,,2026-04-01 00:00:00,227989,2026-06-30 00:00:00,227989,2026-09-30 00:00:00,227989,2026-12-31 00:00:00,227989,0,,,0,0,0,0.6667000000000001,0.6667000000000001,,,,,0,,0,MCQ,,,Online,CBSE,Kolkata,West Bengal,East,West Bengal,National Sales,2026-04-06 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037576972,51788000255928009,zcrm_51788000307436610,2026-02-28 00:00:00,gargi.ghosh_ei,mitul.patel_ei1,gargi.ghosh@ei.study,Gargi ghosh,Soumodeep Ghosh,,2026-03-02 10:49:48,Arnab Chandra,School Owner,arnab.chandra@vms.edu.in,+919903263000,arnab.chandra@vms.edu.in,Arnab Chandra,arnab.chandra@vms.edu.in,+919903263000,Arnab Chandra,arnab.chandra@vms.edu.in,+919903263000,60000,Vivekananda Mission School,,700145,"Khasmallick, Baruipur (near Parimal kunja),",Kolkata,West Bengal,700145,CALV02119F,"Khasmallick, Baruipur (near Parimal kunja),","Khasmallick, Baruipur (near Parimal kunja)"
Retention School,5017529,The Learning Sanctuary,2026,2025-12-08 00:00:00,Ei CARES,Regular,IN-2022004121,Approved By Logistic Team,,316904,245675,245675,0,0,,245675,170,1445,0,0,,0,Installments,2,,2026-03-23 00:00:00,122838,2026-09-30 00:00:00,122838,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,0.5871,0.5871,,,,,0,,4,MCQ,Printing By EI,OMR,,Other,Tura,Meghalaya,East,North East,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000035421476,51788000256854023,zcrm_51788000301939098,2025-12-08 00:00:00,pooja.kapoor_eiindia1,mitul.patel_ei1,pooja.kapoor@ei.study,Pooja kapoor,Sunny Brahma,,2025-12-09 16:05:01,Mr. Tyrone D'Brass,School Owner,tyronedbrass1960@gmail.com,+918794961440,tyronedbrass1960@gmail.com,Mr. Tyrone D'Brass,tyronedbrass1960@gmail.com,+918794961440,Mr. Tyrone D'Brass,tyronedbrass1960@gmail.com,+918794961440,49000,Lower Babupara,,794001,Lower Babupara,Tura,Meghalaya,794001,,Lower Babupara,Lower Babupara
1-year School,5017849,Saraswati Vidya Mandir Senior Secondary School,2026,2025-10-30 00:00:00,Ei CARES,Regular,IN-2022004023,Approved By Logistic Team,,503593,505305,505305,0,0,,505305,295,1713,0,0,,0,Installments,4,,2026-07-06 00:00:00,126326,2026-08-31 00:00:00,126326,2026-10-19 00:00:00,126326,2026-12-24 00:00:00,126326,0,,,0,0,0,0.5106,0.49060000000000004,,,,0.02,0,,4,MCQ + Subjective,Printing By EI,OMR,,CBSE,Mandsaur,Madhya Pradesh,North,MP/Chattisgarh,National Sales,2026-07-01 00:00:00,2027-06-30 00:00:00,Regular School: Active school with student count and rate per student defined,22028000034319192,51788000267309301,zcrm_51788000299329590,2025-10-30 00:00:00,sanjay.rai_eiindia1,fagun.saraiya_eiindia1,sanjay.rai@ei.study,Sanjay rai,Shruti Chauhan,,2025-10-31 12:42:13,Ms. Saroj Prasad,Principal,svm.cbse.md1314@gmail.com,+919425922001,svm.cbse.mds1314@gmail.com,Ms. Saroj Prasad,svm.cbse.mds@gmail.coom,+919425922001,Ms Vibhuti Sharma,svm.cbse.mds@gmail.coom,+919630280328,4350,Sanjeet Marg,,458001,Ranjit Nagar,Mandsaur,Madhya Pradesh,458001,BPLB04155E,Sanjeet Marg,Sanjeet Marg
1-year School,5018035,"Apeejay School, Haldia",2026,"2025-12-13 00:00:00, 2026-02-22 00:00:00","Ei ASSET, Ei Mindspark",Regular,"IN-2022004133, IN-2022004134, IN-2022004390",Approved By Logistic Team,,170100,898769,1026041,191700,213,900,0,0,,707069,311,"0, 2288",0,"Full Payment, Installments","2, 4",2026-04-02 00:00:00,"2000-01-01 00:00:00, 2026-04-02 00:00:00, 2026-10-15 00:00:00","0, 208585, 95850","2000-01-01 00:00:00, 2026-07-02 00:00:00, 2026-12-15 00:00:00","0, 208585, 95850","2000-01-01 00:00:00, 2026-10-02 00:00:00","0, 208585","2000-01-01 00:00:00, 2026-12-30 00:00:00","0, 208585",0,,,0,0,0,"0.25, 0.4, 1","0.25, 0.4, 1",,,,,"0, Winter Round",OMR,0,MCQ,,,Online,CBSE,Haldia,West Bengal,East,West Bengal,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,"22028000035656228, 22028000035656520, 22028000037445376",51788000269957596,"zcrm_51788000302345711, zcrm_51788000302396541, zcrm_51788000307158288","2025-12-13 00:00:00, 2026-02-22 00:00:00",soumodeep.ghosh_ei,mitul.patel_ei1,soumodeep.ghosh@ei.study,Soumodeep ghosh,Soumodeep Ghosh,,"2025-12-16 10:29:37, 2025-12-16 10:31:02, 2026-02-23 17:30:03","Darryl Bloud, Mr. Darryl Bloud",Other,darrylbloud@apeejaygroup.com,+919330992015,sonali.bhowmik@apeejayschool.com,Sonali Bhowmik,"sonali.bhowmik@apeejaygroup.com, sonali.bhowmik@apeejayschool.com",+917001287134,"Piyali Das, Sonali Bhowmik","easchoolceo@apeejaygroup.com, sonali.bhowmik@apeejayschool.com","+916289161381, +917001287134",53000,"City Center, Balughata Rd",,721602,"City Center, Balughata Rd",Haldia,West Bengal,721602,,"City Center, Balughata Rd","City Center, Balughata Rd"
New School,5018211,"St Joseph's Convent School, Laghata",2026,2025-09-26 00:00:00,Ei CARES,Regular,IN-2022003947,Approved By Logistic Team,,334747,735149,735149,0,0,,735149,459,1602,0,0,,0,Installments,4,,2026-06-30 00:00:00,183787,2026-09-30 00:00:00,183787,2026-11-30 00:00:00,183787,2026-12-31 00:00:00,183787,0,2025-09-27 00:00:00,2025-09-27 00:00:00,0,10000,-10000,0.424,0.424,,,,,0,,2,MCQ + Subjective,Printing By EI,OMR,,ICSE,Labpur,West Bengal,East,West Bengal,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000033423444,51788000272852013,zcrm_51788000297509678,2025-09-26 00:00:00,rudra.mishra_ei,maruf.shaikh1,rudra.mishra@ei.study,Rudra mishra,Rudra Mishra,,2025-09-29 14:08:33,Mr. Sister Dibya Anshumala,Principal,laghatasjc@gmail.com,+917462098956,info@stjosephlaghata.org,Sister Dibya Anshumala,laghatasjc@gmail.com,+917462098956,Sister Dibya Anshumala,laghatasjc@gmail.com,+917462098956,0,"Laghata, Sarparajpur, West Bengal 731303",,731303,"￼ Contact Nurturing Minds Home   Contact   Laghata, Labpur, BirbhumWest Bengal, India.Pin - 731303.",Labpur,West Bengal,731303,,"Contact  Address Laghata, Labpur, Birbhum","Contact  Address Laghata, Labpur, Birbhum"
1-year School,5018241,St Christopher Mission School,2026,2025-08-26 00:00:00,Ei Mindspark,Regular,IN-2022003880,Approved By Logistic Team,,399750,534389,630579,0,0,,0,0,,534389,356,1501,0,Installments,4,,2026-02-02 00:00:00,157645,2026-05-02 00:00:00,157645,2026-08-02 00:00:00,157645,2026-12-02 00:00:00,157645,0,,,157645,0,157645,0.508,0.508,,,,,0,,0,MCQ,,,Offline,CBSE,Asansol,West Bengal,East,West Bengal,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000032529528,51788000273209037,zcrm_51788000295552478,2025-08-26 00:00:00,rudra.mishra_ei,mitul.patel_ei1,rudra.mishra@ei.study,Rudra mishra,Rudra Mishra,,2026-01-30 12:07:24,Mr. Christopher Gomes,School Owner,ck_gomes@yahoo.co.in,+919046111651,ck_gomes@yahoo.co.in,Mr. Christopher Gomes,ck_gomes@yahoo.co.in,+919046111651,Mr. Christopher Gomes,ck_gomes@yahoo.co.in,+919046111651,18000,"Radhanagar Hatia, Near, Chinakuri, West Bengal",,713360,Radhanagar Hatia,Asansol,West Bengal,713360,,"Radhanagar Hatia,Sunderchak","Radhanagar Hatia,Sunderchak"
1-year School,5018247,"St. Joseph's English Medium School, Katwa",2026,2026-02-16 00:00:00,Ei CARES,Regular,IN-2022004346,Approved By Logistic Team,,866195,918527,918527,0,0,,918527,638,1440,0,0,,0,Installments,4,,2026-04-15 00:00:00,229632,2026-07-15 00:00:00,229632,2026-10-15 00:00:00,229632,2026-12-31 00:00:00,229632,0,,,0,0,0,0.4512,0.4512,,,,,0,,2,MCQ + Subjective,Printing By EI,OMR,,ICSE,Katwa,West bengal,East,West Bengal,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037268304,51788000272935579,zcrm_51788000306760064,2026-02-16 00:00:00,rudra.mishra_ei,mitul.patel_ei1,rudra.mishra@ei.study,Rudra mishra,Rudra Mishra,,2026-02-17 10:22:45,Fr.M Irudaya Joseph,Other,secretarykatwa@gmail.com,+917076132298,stjosephskatwa@yahoo.in,Fr.M Irudaya Joseph,secretarykatwa@gmail.com,+917076132298,Fr.M Irudaya Joseph,secretarykatwa@gmail.com,+917076132298,18000,"SH6, Purba Bardhaman",,713130,"Nanagar, P.O. Koshigram, Katwa, Dist. Burdwan, West Bengal 713 150",Katwa,West bengal,713130,,"SH6, Purba Bardhaman","SH6, Purba Bardhaman"
1-year School,5018337,Anthony Claret School,2026,2026-01-21 00:00:00,Ei CARES,Regular,IN-2022004250,Approved By Logistic Team,,909207,1000314,1000314,0,0,,1000314,510,1961,0,0,,0,Installments,4,,2026-06-01 00:00:00,250079,2026-09-01 00:00:00,250079,2026-11-01 00:00:00,250079,2026-12-21 00:00:00,250079,0,,,0,0,0,0.7198,0.7198,,,,,0,,4,MCQ,Printing By School,OMR,,ICSE,Bangalore,Karnataka,South,Karnataka/Kerala,National Sales,2026-06-01 00:00:00,2027-05-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036478632,51788000274852534,zcrm_51788000304968281,2026-01-21 00:00:00,nebu.abraham_ei,mitul.patel_ei1,nebu.abraham@ei.study,Nebu abraham,Nebu Abraham,,2026-01-27 11:15:46,Rev. Fr. Thomas Manakuzhiyil,Principal,principal@gmail.com,+918861442948,principal@acschool.edu.in,Rev. Fr. Thomas Manakuzhiyil,principal@acschool.edu.in,+918023452133,Ms Chandralekha,info@acschool.edu.in,+917483390732,9000,Mes Ring Road Sharadamba nagar jalahalli,,560013,"MES Ring Rd, Jalahalli Village, Jalahalli Karnataka",Bangalore,Karnataka,560013,,Mes Ring Road Sharadamba nagar jalahalli,Mes Ring Road Sharadamba nagar jalahalli
1-year School,5018349,T B Desai Family Public Charitable Trust,2026,2026-01-07 00:00:00,Ei ASSET,Group School - Centralize Invoicing,IN-2022004205,Approved By Logistic Team,,1119888,1203888,1203888,1203888,1400,860,0,0,,0,0,,0,Installments,2,,2026-01-07 00:00:00,601944,2026-07-07 00:00:00,601944,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,60194.4,2026-02-27 00:00:00,2026-02-27 00:00:00,601944,541750,0,0.2834,0.2834,,,,,Summer Round,Online,0,MCQ,,,,ICSE,Mumbai,Maharashtra,West,Mumbai,National Sales,2026-03-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036283040,51788000275393039,zcrm_51788000296648319,2026-01-07 00:00:00,manjeetsingh.ladhad,hakim.kanchwala_eiindia1,manjeetsingh.ladhad@ei.study,Manjeetsingh ladhad,Manjeetsingh Ladhad,,2026-02-03 17:26:53,Mr. Shailesh Suvarna,Admin,shailesh.suvarna@acresfoundation.org,+919870792953,surendranath.chidambaranath@acresfoundation.org,Jehangir Hilloona,jehangir.hilloona@acresfoundation.org,+919833808385,Surendranath,surendranath.chidambaranath@acresfoundation.org,+919167030476,7500,411-2/A,,400071,411-2/A,Mumbai,Maharashtra,400071,MUMT18610E,"411-A-2, Hemu Kalani Marg, Chembur","411-A-2, Hemu Kalani Marg, Chembur"
